,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,datetime
5648,15,2630,85,175,3,630,70,1,2022-07-12 00:00:05.648
5649,15,2807,207,153,3,630,60,0,2022-07-12 00:00:05.649
5650,15,28,87,129,3,630,115,1,2022-07-12 00:00:05.650
5651,15,2982,147,33,3,630,95,1,2022-07-12 00:00:05.651
5652,15,3505,216,35,3,630,90,1,2022-07-12 00:00:05.652
5653,15,372,197,175,3,630,95,1,2022-07-12 00:00:05.653
5654,15,3773,217,277,3,630,235,1,2022-07-12 00:00:05.654
5655,15,384,175,134,3,630,105,1,2022-07-12 00:00:05.655
5656,15,655,153,280,3,630,75,0,2022-07-12 00:00:05.656
5657,15,811,252,172,3,630,205,1,2022-07-12 00:00:05.657
5658,15,923,277,45,3,630,130,1,2022-07-12 00:00:05.658
5659,16,2138,290,96,3,630,170,0,2022-07-12 00:00:05.659
5660,16,2645,204,135,3,630,84,0,2022-07-12 00:00:05.660
5661,16,2709,75,135,3,630,62,0,2022-07-12 00:00:05.661
5662,16,2860,184,135,3,630,172,1,2022-07-12 00:00:05.662
5663,16,5971,58,208,3,630,87,1,2022-07-12 00:00:05.663
5664,5,2251,60,16,3,631,82,0,2022-07-12 00:00:05.664
5665,8,953,104,45,3,631,145,1,2022-07-12 00:00:05.665
5666,12,6236,100,153,3,631,79,1,2022-07-12 00:00:05.666
5667,12,6911,184,208,3,631,44,1,2022-07-12 00:00:05.667
5668,2,62,149,257,3,632,45,0,2022-07-12 00:00:05.668
5669,4,339,183,96,3,632,175,1,2022-07-12 00:00:05.669
5670,5,1692,277,85,3,632,158,0,2022-07-12 00:00:05.670
5671,5,2783,22,16,3,632,156,0,2022-07-12 00:00:05.671
5672,6,5217,132,16,3,632,58,1,2022-07-12 00:00:05.672
5673,11,6749,290,197,3,632,113,0,2022-07-12 00:00:05.673
5674,12,6434,154,244,3,632,163,0,2022-07-12 00:00:05.674
5675,12,6687,253,194,3,632,46,0,2022-07-12 00:00:05.675
5676,13,239,154,253,3,632,97,0,2022-07-12 00:00:05.676
5677,17,1003,203,128,3,632,32,0,2022-07-12 00:00:05.677
5678,2,65,289,226,3,633,24,0,2022-07-12 00:00:05.678
5679,5,1816,79,16,3,633,172,1,2022-07-12 00:00:05.679
5680,5,2684,183,78,3,633,146,0,2022-07-12 00:00:05.680
5681,6,5447,251,16,3,633,90,1,2022-07-12 00:00:05.681
5682,6,5533,215,16,3,633,112,1,2022-07-12 00:00:05.682
5683,12,6343,264,253,3,633,85,1,2022-07-12 00:00:05.683
5684,16,2592,96,139,3,633,134,1,2022-07-12 00:00:05.684
5685,16,2671,22,96,3,633,57,1,2022-07-12 00:00:05.685
5686,16,5915,99,208,3,633,112,0,2022-07-12 00:00:05.686
5687,5,1204,177,16,3,634,81,0,2022-07-12 00:00:05.687
5688,5,2190,16,184,3,634,126,1,2022-07-12 00:00:05.688
5689,9,161,143,128,3,634,49,0,2022-07-12 00:00:05.689
5690,12,6631,208,184,3,634,42,0,2022-07-12 00:00:05.690
5691,13,320,253,154,3,634,96,0,2022-07-12 00:00:05.691
5692,16,5933,162,208,3,634,109,1,2022-07-12 00:00:05.692
5693,0,4266,197,119,3,635,87,1,2022-07-12 00:00:05.693
5694,0,4290,247,16,3,635,118,0,2022-07-12 00:00:05.694
5695,0,4307,85,71,3,635,76,0,2022-07-12 00:00:05.695
5696,1,1044,183,233,3,635,120,1,2022-07-12 00:00:05.696
5697,1,1705,16,80,3,635,155,0,2022-07-12 00:00:05.697
5698,1,19,148,154,3,635,375,0,2022-07-12 00:00:05.698
5699,1,2097,80,244,3,635,65,0,2022-07-12 00:00:05.699
5700,1,2317,208,80,3,635,155,1,2022-07-12 00:00:05.700
5701,1,491,204,80,3,635,60,0,2022-07-12 00:00:05.701
5702,5,19,159,85,3,635,127,0,2022-07-12 00:00:05.702
5703,5,2315,16,154,3,635,300,0,2022-07-12 00:00:05.703
5704,6,5127,101,16,3,635,89,1,2022-07-12 00:00:05.704
5705,6,5286,78,195,3,635,140,0,2022-07-12 00:00:05.705
5706,7,106,79,197,3,635,116,0,2022-07-12 00:00:05.706
5707,7,130,79,80,3,635,112,0,2022-07-12 00:00:05.707
5708,7,825,79,172,3,635,95,0,2022-07-12 00:00:05.708
5709,8,101,16,80,3,635,151,1,2022-07-12 00:00:05.709
5710,8,315,60,16,3,635,72,1,2022-07-12 00:00:05.710
5711,8,540,16,217,3,635,270,0,2022-07-12 00:00:05.711
5712,10,2805,239,80,3,635,85,0,2022-07-12 00:00:05.712
5713,10,3057,100,154,3,635,65,0,2022-07-12 00:00:05.713
5714,10,3215,80,129,3,635,65,1,2022-07-12 00:00:05.714
5715,10,3735,58,208,3,635,90,0,2022-07-12 00:00:05.715
5716,10,3851,208,16,3,635,120,1,2022-07-12 00:00:05.716
5717,10,3877,216,208,3,635,145,0,2022-07-12 00:00:05.717
5718,10,3959,162,208,3,635,110,0,2022-07-12 00:00:05.718
5719,11,6404,35,78,3,635,108,0,2022-07-12 00:00:05.719
5720,13,562,253,214,3,635,116,0,2022-07-12 00:00:05.720
5721,13,69,79,154,3,635,155,0,2022-07-12 00:00:05.721
5722,13,708,253,217,3,635,120,1,2022-07-12 00:00:05.722
5723,15,1057,202,44,3,635,65,0,2022-07-12 00:00:05.723
5724,15,1069,175,61,3,635,65,1,2022-07-12 00:00:05.724
5725,15,1106,154,202,3,635,75,1,2022-07-12 00:00:05.725
5726,15,1181,268,129,3,635,130,1,2022-07-12 00:00:05.726
5727,15,130,2,280,3,635,70,1,2022-07-12 00:00:05.727
5728,15,1499,268,279,3,635,80,1,2022-07-12 00:00:05.728
5729,15,1568,243,268,3,635,210,1,2022-07-12 00:00:05.729
5730,15,1980,45,79,3,635,260,1,2022-07-12 00:00:05.730
5731,15,198,129,277,3,635,115,1,2022-07-12 00:00:05.731
5732,15,1992,217,264,3,635,80,1,2022-07-12 00:00:05.732
5733,15,2097,202,154,3,635,75,1,2022-07-12 00:00:05.733
5734,15,2539,33,216,3,635,115,1,2022-07-12 00:00:05.734
5735,15,274,173,139,3,635,150,1,2022-07-12 00:00:05.735
5736,15,2786,202,207,3,635,70,1,2022-07-12 00:00:05.736
5737,15,2794,129,202,3,635,255,1,2022-07-12 00:00:05.737
5738,15,2906,173,184,3,635,175,0,2022-07-12 00:00:05.738
5739,15,300,262,153,3,635,80,1,2022-07-12 00:00:05.739
5740,15,3110,175,217,3,635,240,1,2022-07-12 00:00:05.740
5741,15,327,153,252,3,635,165,1,2022-07-12 00:00:05.741
5742,15,339,202,243,3,635,90,1,2022-07-12 00:00:05.742
5743,15,3567,279,217,3,635,165,1,2022-07-12 00:00:05.743
5744,15,3920,268,204,3,635,100,1,2022-07-12 00:00:05.744
5745,15,411,216,153,3,635,350,1,2022-07-12 00:00:05.745
5746,15,441,243,253,3,635,105,1,2022-07-12 00:00:05.746
5747,15,530,129,79,3,635,150,1,2022-07-12 00:00:05.747
5748,15,580,268,172,3,635,65,0,2022-07-12 00:00:05.748
5749,15,598,111,214,3,635,70,0,2022-07-12 00:00:05.749
5750,15,618,33,154,3,635,290,1,2022-07-12 00:00:05.750
5751,15,729,202,264,3,635,85,1,2022-07-12 00:00:05.751
5752,15,767,268,162,3,635,65,1,2022-07-12 00:00:05.752
5753,15,792,147,45,3,635,110,1,2022-07-12 00:00:05.753
5754,15,908,175,173,3,635,155,1,2022-07-12 00:00:05.754
5755,15,940,175,205,3,635,85,1,2022-07-12 00:00:05.755
5756,15,950,217,244,3,635,125,1,2022-07-12 00:00:05.756
5757,15,973,79,33,3,635,145,1,2022-07-12 00:00:05.757
5758,15,996,280,153,3,635,80,1,2022-07-12 00:00:05.758
5759,16,2056,172,96,3,635,165,1,2022-07-12 00:00:05.759
5760,16,2257,96,221,3,635,89,1,2022-07-12 00:00:05.760
5761,4,1134,80,96,3,636,204,1,2022-07-12 00:00:05.761
5762,12,6518,136,208,3,636,109,1,2022-07-12 00:00:05.762
5763,13,322,253,252,3,636,134,0,2022-07-12 00:00:05.763
5764,13,662,253,197,3,636,228,0,2022-07-12 00:00:05.764
5765,17,7216,177,208,3,636,107,0,2022-07-12 00:00:05.765
5766,5,2380,147,16,3,637,75,0,2022-07-12 00:00:05.766
5767,12,6429,153,253,3,637,102,0,2022-07-12 00:00:05.767
5768,3,291,252,160,3,638,154,0,2022-07-12 00:00:05.768
5769,3,46,173,148,3,638,142,1,2022-07-12 00:00:05.769
5770,8,298,129,16,3,639,112,1,2022-07-12 00:00:05.770
5771,12,6656,79,33,3,639,150,0,2022-07-12 00:00:05.771
5772,12,6840,246,253,3,639,80,1,2022-07-12 00:00:05.772
5773,17,7265,208,221,3,639,82,0,2022-07-12 00:00:05.773
5774,1,1034,79,80,3,640,120,1,2022-07-12 00:00:05.774
5775,1,1204,2,80,3,640,100,0,2022-07-12 00:00:05.775
5776,1,1308,153,154,3,640,70,1,2022-07-12 00:00:05.776
5777,1,1433,183,198,3,640,130,1,2022-07-12 00:00:05.777
5778,1,1448,208,78,3,640,105,1,2022-07-12 00:00:05.778
5779,1,1487,208,236,3,640,255,1,2022-07-12 00:00:05.779
5780,1,2417,80,154,3,640,205,0,2022-07-12 00:00:05.780
5781,1,271,183,154,3,640,345,1,2022-07-12 00:00:05.781
5782,1,309,208,217,3,640,230,1,2022-07-12 00:00:05.782
5783,1,312,217,80,3,640,135,0,2022-07-12 00:00:05.783
5784,1,527,35,183,3,640,215,0,2022-07-12 00:00:05.784
5785,1,620,91,80,3,640,105,0,2022-07-12 00:00:05.785
5786,1,621,80,252,3,640,260,1,2022-07-12 00:00:05.786
5787,1,681,148,183,3,640,195,0,2022-07-12 00:00:05.787
5788,2,689,258,214,3,640,110,0,2022-07-12 00:00:05.788
5789,3,422,213,35,3,640,173,1,2022-07-12 00:00:05.789
5790,5,1886,16,159,3,640,136,0,2022-07-12 00:00:05.790
5791,5,2879,159,104,3,640,199,1,2022-07-12 00:00:05.791
5792,6,4955,190,16,3,640,74,0,2022-07-12 00:00:05.792
5793,6,5442,96,177,3,640,190,1,2022-07-12 00:00:05.793
5794,6,7327,48,16,3,640,110,0,2022-07-12 00:00:05.794
5795,7,367,184,79,3,640,155,0,2022-07-12 00:00:05.795
5796,7,448,79,216,3,640,209,1,2022-07-12 00:00:05.796
5797,7,674,79,173,3,640,212,0,2022-07-12 00:00:05.797
5798,10,2752,80,109,3,640,130,0,2022-07-12 00:00:05.798
5799,10,2861,80,180,3,640,100,0,2022-07-12 00:00:05.799
5800,10,2991,80,73,3,640,140,0,2022-07-12 00:00:05.800
5801,10,3253,80,59,3,640,55,0,2022-07-12 00:00:05.801
5802,10,3266,41,80,3,640,85,0,2022-07-12 00:00:05.802
5803,10,4063,117,208,3,640,60,1,2022-07-12 00:00:05.803
5804,11,6354,216,71,3,640,127,0,2022-07-12 00:00:05.804
5805,11,6600,268,148,3,640,145,1,2022-07-12 00:00:05.805
5806,12,3111,48,184,3,640,84,0,2022-07-12 00:00:05.806
5807,13,469,253,153,3,640,104,0,2022-07-12 00:00:05.807
5808,14,1435,78,60,3,640,90,0,2022-07-12 00:00:05.808
5809,15,1013,217,18,3,640,125,0,2022-07-12 00:00:05.809
5810,15,1021,198,129,3,640,75,1,2022-07-12 00:00:05.810
5811,15,1089,153,261,3,640,80,1,2022-07-12 00:00:05.811
5812,15,1097,141,173,3,640,170,0,2022-07-12 00:00:05.812
5813,15,1121,173,45,3,640,125,1,2022-07-12 00:00:05.813
5814,15,1133,170,75,3,640,70,0,2022-07-12 00:00:05.814
5815,15,1268,184,153,3,640,240,1,2022-07-12 00:00:05.815
5816,15,1577,44,258,3,640,65,1,2022-07-12 00:00:05.816
5817,15,1715,252,202,3,640,125,1,2022-07-12 00:00:05.817
5818,15,1752,243,91,3,640,105,1,2022-07-12 00:00:05.818
5819,15,1923,258,153,3,640,80,1,2022-07-12 00:00:05.819
5820,15,2254,75,244,3,640,65,1,2022-07-12 00:00:05.820
5821,15,518,264,79,3,640,135,0,2022-07-12 00:00:05.821
5822,15,752,264,258,3,640,75,0,2022-07-12 00:00:05.822
5823,15,862,175,33,3,640,80,0,2022-07-12 00:00:05.823
5824,15,955,172,45,3,640,140,1,2022-07-12 00:00:05.824
5825,15,995,159,175,3,640,155,0,2022-07-12 00:00:05.825
5826,16,2150,119,96,3,640,110,1,2022-07-12 00:00:05.826
5827,16,2226,91,135,3,640,110,0,2022-07-12 00:00:05.827
5828,12,6336,236,253,3,641,67,0,2022-07-12 00:00:05.828
5829,13,10,253,148,3,641,348,1,2022-07-12 00:00:05.829
5830,6,5289,205,16,3,642,137,0,2022-07-12 00:00:05.830
5831,8,1484,173,85,3,642,157,1,2022-07-12 00:00:05.831
5832,8,933,147,16,3,642,73,0,2022-07-12 00:00:05.832
5833,12,6835,262,154,3,642,83,0,2022-07-12 00:00:05.833
5834,4,700,104,96,3,643,171,1,2022-07-12 00:00:05.834
5835,12,6960,79,230,3,643,69,0,2022-07-12 00:00:05.835
5836,12,6652,191,253,3,644,38,0,2022-07-12 00:00:05.836
5837,12,6747,262,253,3,644,48,0,2022-07-12 00:00:05.837
5838,16,2206,13,135,3,644,91,0,2022-07-12 00:00:05.838
5839,0,4167,16,177,3,645,91,1,2022-07-12 00:00:05.839
5840,1,1223,104,80,3,645,195,0,2022-07-12 00:00:05.840
5841,1,1480,35,208,3,645,170,0,2022-07-12 00:00:05.841
5842,1,1504,183,22,3,645,175,1,2022-07-12 00:00:05.842
5843,1,1619,147,80,3,645,175,1,2022-07-12 00:00:05.843
5844,1,1698,80,78,3,645,160,1,2022-07-12 00:00:05.844
5845,1,1758,154,208,3,645,250,1,2022-07-12 00:00:05.845
5846,1,1767,244,80,3,645,70,0,2022-07-12 00:00:05.846
5847,1,395,183,80,3,645,200,0,2022-07-12 00:00:05.847
5848,2,453,154,252,3,645,162,1,2022-07-12 00:00:05.848
5849,2,601,153,252,3,645,160,0,2022-07-12 00:00:05.849
5850,3,1125,233,104,3,645,120,1,2022-07-12 00:00:05.850
5851,3,522,173,96,3,645,151,1,2022-07-12 00:00:05.851
5852,3,641,148,253,3,645,393,0,2022-07-12 00:00:05.852
5853,4,106,135,96,3,645,210,1,2022-07-12 00:00:05.853
5854,4,303,96,135,3,645,240,1,2022-07-12 00:00:05.854
5855,4,447,208,135,3,645,165,1,2022-07-12 00:00:05.855
5856,4,516,96,198,3,645,206,1,2022-07-12 00:00:05.856
5857,4,693,173,96,3,645,149,1,2022-07-12 00:00:05.857
5858,5,1174,16,43,3,645,132,0,2022-07-12 00:00:05.858
5859,5,1258,16,147,3,645,77,1,2022-07-12 00:00:05.859
5860,5,1433,16,18,3,645,160,1,2022-07-12 00:00:05.860
5861,5,1615,16,153,3,645,284,1,2022-07-12 00:00:05.861
5862,5,1771,148,183,3,645,194,0,2022-07-12 00:00:05.862
5863,5,2076,173,159,3,645,154,1,2022-07-12 00:00:05.863
5864,5,2310,80,16,3,645,123,1,2022-07-12 00:00:05.864
5865,5,2642,16,96,3,645,132,0,2022-07-12 00:00:05.865
5866,5,2689,261,197,3,645,158,1,2022-07-12 00:00:05.866
5867,6,5064,33,16,3,645,68,1,2022-07-12 00:00:05.867
5868,6,5104,16,32,3,645,104,0,2022-07-12 00:00:05.868
5869,6,5485,174,16,3,645,130,0,2022-07-12 00:00:05.869
5870,6,5551,16,251,3,645,86,0,2022-07-12 00:00:05.870
5871,7,178,280,79,3,645,107,1,2022-07-12 00:00:05.871
5872,7,191,79,76,3,645,155,0,2022-07-12 00:00:05.872
5873,7,510,79,159,3,645,221,1,2022-07-12 00:00:05.873
5874,8,137,45,147,3,645,115,0,2022-07-12 00:00:05.874
5875,9,525,203,128,3,645,34,0,2022-07-12 00:00:05.875
5876,10,2713,80,146,3,645,75,1,2022-07-12 00:00:05.876
5877,10,2885,188,80,3,645,80,0,2022-07-12 00:00:05.877
5878,10,3323,80,118,3,645,50,0,2022-07-12 00:00:05.878
5879,10,3808,208,2,3,645,180,1,2022-07-12 00:00:05.879
5880,11,6469,16,120,3,645,86,0,2022-07-12 00:00:05.880
5881,12,3046,221,184,3,645,91,1,2022-07-12 00:00:05.881
5882,12,3072,184,268,3,645,74,1,2022-07-12 00:00:05.882
5883,12,6404,93,253,3,645,90,1,2022-07-12 00:00:05.883
5884,13,902,79,134,3,645,197,0,2022-07-12 00:00:05.884
5885,14,1444,147,60,3,645,83,0,2022-07-12 00:00:05.885
5886,14,1712,16,60,3,645,76,0,2022-07-12 00:00:05.886
5887,14,1842,147,216,3,645,121,1,2022-07-12 00:00:05.887
5888,14,407,208,217,3,645,228,1,2022-07-12 00:00:05.888
5889,14,592,261,217,3,645,99,0,2022-07-12 00:00:05.889
5890,14,679,217,34,3,645,127,0,2022-07-12 00:00:05.890
5891,15,1099,202,172,3,645,200,1,2022-07-12 00:00:05.891
5892,15,1227,233,216,3,645,75,1,2022-07-12 00:00:05.892
5893,15,1451,129,154,3,645,230,1,2022-07-12 00:00:05.893
5894,15,1557,129,217,3,645,175,1,2022-07-12 00:00:05.894
5895,15,161,175,129,3,645,170,1,2022-07-12 00:00:05.895
5896,15,1921,33,233,3,645,80,1,2022-07-12 00:00:05.896
5897,15,2004,45,175,3,645,130,1,2022-07-12 00:00:05.897
5898,15,216,154,217,3,645,75,1,2022-07-12 00:00:05.898
5899,15,527,104,277,3,645,60,1,2022-07-12 00:00:05.899
5900,15,551,175,241,3,645,175,0,2022-07-12 00:00:05.900
5901,15,669,202,252,3,645,120,0,2022-07-12 00:00:05.901
5902,15,704,34,261,3,645,60,1,2022-07-12 00:00:05.902
5903,15,978,173,175,3,645,170,1,2022-07-12 00:00:05.903
5904,15,997,217,35,3,645,300,1,2022-07-12 00:00:05.904
5905,16,2970,155,135,3,645,95,0,2022-07-12 00:00:05.905
5906,16,5946,208,251,3,645,72,1,2022-07-12 00:00:05.906
5907,16,5948,208,58,3,645,72,1,2022-07-12 00:00:05.907
5908,5,1184,16,261,3,646,262,1,2022-07-12 00:00:05.908
5909,12,6568,154,24,3,646,49,0,2022-07-12 00:00:05.909
5910,13,32,79,35,3,646,233,0,2022-07-12 00:00:05.910
5911,13,812,79,80,3,646,119,0,2022-07-12 00:00:05.911
5912,2,490,252,243,3,647,157,1,2022-07-12 00:00:05.912
5913,4,1422,198,135,3,647,73,1,2022-07-12 00:00:05.913
5914,5,2230,16,172,3,647,138,0,2022-07-12 00:00:05.914
5915,12,6406,253,93,3,647,92,1,2022-07-12 00:00:05.915
5916,13,97,253,135,3,647,239,0,2022-07-12 00:00:05.916
5917,0,3754,85,250,3,648,81,0,2022-07-12 00:00:05.917
5918,5,1534,244,16,3,648,142,0,2022-07-12 00:00:05.918
5919,6,5076,204,16,3,648,125,1,2022-07-12 00:00:05.919
5920,8,92,233,16,3,648,83,1,2022-07-12 00:00:05.920
5921,12,6426,253,262,3,648,45,0,2022-07-12 00:00:05.921
5922,16,2382,76,96,3,648,102,1,2022-07-12 00:00:05.922
5923,17,7246,172,208,3,648,87,1,2022-07-12 00:00:05.923
5924,5,1440,16,221,3,649,101,0,2022-07-12 00:00:05.924
5925,8,927,172,16,3,649,116,0,2022-07-12 00:00:05.925
5926,0,4099,16,279,3,650,125,1,2022-07-12 00:00:05.926
5927,1,1158,243,80,3,650,170,1,2022-07-12 00:00:05.927
5928,1,1646,80,183,3,650,155,1,2022-07-12 00:00:05.928
5929,1,2038,183,85,3,650,185,1,2022-07-12 00:00:05.929
5930,1,2050,208,183,3,650,190,1,2022-07-12 00:00:05.930
5931,1,436,264,80,3,650,170,0,2022-07-12 00:00:05.931
5932,1,450,80,197,3,650,140,0,2022-07-12 00:00:05.932
5933,1,755,208,244,3,650,175,1,2022-07-12 00:00:05.933
5934,2,75,252,149,3,650,155,1,2022-07-12 00:00:05.934
5935,3,1011,35,148,3,650,66,1,2022-07-12 00:00:05.935
5936,3,1206,241,130,3,650,160,1,2022-07-12 00:00:05.936
5937,3,17,148,104,3,650,183,1,2022-07-12 00:00:05.937
5938,3,579,130,213,3,650,170,0,2022-07-12 00:00:05.938
5939,4,619,277,96,3,650,162,1,2022-07-12 00:00:05.939
5940,5,1261,16,129,3,650,140,1,2022-07-12 00:00:05.940
5941,5,1740,153,261,3,650,83,0,2022-07-12 00:00:05.941
5942,5,1,153,148,3,650,310,0,2022-07-12 00:00:05.942
5943,5,2173,16,183,3,650,115,1,2022-07-12 00:00:05.943
5944,5,2523,16,128,3,650,620,1,2022-07-12 00:00:05.944
5945,5,336,129,16,3,650,124,0,2022-07-12 00:00:05.945
5946,6,5195,16,167,3,650,86,0,2022-07-12 00:00:05.946
5947,6,5244,16,157,3,650,78,0,2022-07-12 00:00:05.947
5948,6,5534,16,187,3,650,115,0,2022-07-12 00:00:05.948
5949,6,7090,71,208,3,650,81,0,2022-07-12 00:00:05.949
5950,6,7354,16,101,3,650,76,1,2022-07-12 00:00:05.950
5951,7,350,79,215,3,650,215,1,2022-07-12 00:00:05.951
5952,7,623,79,85,3,650,164,0,2022-07-12 00:00:05.952
5953,8,1078,173,130,3,650,152,0,2022-07-12 00:00:05.953
5954,9,143,128,161,3,650,37,1,2022-07-12 00:00:05.954
5955,10,3642,183,147,3,650,75,0,2022-07-12 00:00:05.955
5956,10,4106,119,208,3,650,65,1,2022-07-12 00:00:05.956
5957,10,4139,208,234,3,650,115,1,2022-07-12 00:00:05.957
5958,10,4559,159,61,3,650,120,1,2022-07-12 00:00:05.958
5959,11,6435,78,71,3,650,101,0,2022-07-12 00:00:05.959
5960,12,4831,154,243,3,650,46,0,2022-07-12 00:00:05.960
5961,12,7005,208,119,3,650,45,1,2022-07-12 00:00:05.961
5962,13,306,154,45,3,650,303,0,2022-07-12 00:00:05.962
5963,13,756,79,135,3,650,150,0,2022-07-12 00:00:05.963
5964,13,838,253,80,3,650,212,0,2022-07-12 00:00:05.964
5965,14,280,217,258,3,650,117,0,2022-07-12 00:00:05.965
5966,14,365,217,262,3,650,123,1,2022-07-12 00:00:05.966
5967,14,621,217,202,3,650,123,1,2022-07-12 00:00:05.967
5968,15,1006,2,91,3,650,55,1,2022-07-12 00:00:05.968
5969,15,1076,153,205,3,650,160,1,2022-07-12 00:00:05.969
5970,15,11,129,268,3,650,110,1,2022-07-12 00:00:05.970
5971,15,136,243,153,3,650,70,1,2022-07-12 00:00:05.971
5972,15,1509,264,153,3,650,70,1,2022-07-12 00:00:05.972
5973,15,1656,214,258,3,650,105,1,2022-07-12 00:00:05.973
5974,15,1727,141,104,3,650,185,1,2022-07-12 00:00:05.974
5975,15,1868,251,27,3,650,70,1,2022-07-12 00:00:05.975
5976,15,211,243,262,3,650,95,1,2022-07-12 00:00:05.976
5977,15,2280,233,104,3,650,125,1,2022-07-12 00:00:05.977
5978,15,3071,44,153,3,650,60,0,2022-07-12 00:00:05.978
5979,15,3762,75,91,3,650,105,0,2022-07-12 00:00:05.979
5980,15,497,228,45,3,650,80,0,2022-07-12 00:00:05.980
5981,15,501,153,175,3,650,220,1,2022-07-12 00:00:05.981
5982,15,843,45,268,3,650,145,1,2022-07-12 00:00:05.982
5983,15,907,244,45,3,650,190,1,2022-07-12 00:00:05.983
5984,15,970,213,216,3,650,165,1,2022-07-12 00:00:05.984
5985,16,2002,158,135,3,650,62,0,2022-07-12 00:00:05.985
5986,16,2202,60,96,3,650,105,1,2022-07-12 00:00:05.986
5987,16,2203,279,135,3,650,89,0,2022-07-12 00:00:05.987
5988,17,2711,217,100,3,650,103,0,2022-07-12 00:00:05.988
5989,0,4147,175,85,3,651,79,0,2022-07-12 00:00:05.989
5990,7,846,252,79,3,651,150,1,2022-07-12 00:00:05.990
5991,8,230,234,16,3,651,105,0,2022-07-12 00:00:05.991
5992,12,6380,253,34,3,651,92,0,2022-07-12 00:00:05.992
5993,12,6497,79,162,3,651,125,0,2022-07-12 00:00:05.993
5994,16,2088,170,135,3,651,84,1,2022-07-12 00:00:05.994
5995,0,3789,136,16,3,652,132,0,2022-07-12 00:00:05.995
5996,8,104,80,16,3,652,118,0,2022-07-12 00:00:05.996
5997,12,6499,258,154,3,652,79,0,2022-07-12 00:00:05.997
5998,12,6846,253,246,3,652,76,1,2022-07-12 00:00:05.998
5999,6,5145,279,16,3,653,117,1,2022-07-12 00:00:05.999
6000,6,5504,180,16,3,653,62,0,2022-07-12 00:00:06.000
6001,8,1002,174,173,3,653,148,0,2022-07-12 00:00:06.001
6002,8,905,215,16,3,653,111,1,2022-07-12 00:00:06.002
6003,12,6448,280,154,3,653,92,0,2022-07-12 00:00:06.003
6004,12,6572,214,154,3,653,138,0,2022-07-12 00:00:06.004
6005,12,6582,227,253,3,653,91,0,2022-07-12 00:00:06.005
6006,13,484,79,78,3,653,195,1,2022-07-12 00:00:06.006
6007,3,934,160,208,3,654,231,0,2022-07-12 00:00:06.007
6008,5,1126,116,16,3,654,78,1,2022-07-12 00:00:06.008
6009,5,1137,16,2,3,654,215,0,2022-07-12 00:00:06.009
6010,5,2815,16,217,3,654,256,0,2022-07-12 00:00:06.010
6011,7,654,253,79,3,654,146,0,2022-07-12 00:00:06.011
6012,8,118,277,16,3,654,95,0,2022-07-12 00:00:06.012
6013,0,4293,148,43,3,655,125,0,2022-07-12 00:00:06.013
6014,1,1518,252,80,3,655,235,1,2022-07-12 00:00:06.014
6015,1,1558,80,279,3,655,60,0,2022-07-12 00:00:06.015
6016,1,2404,154,80,3,655,185,0,2022-07-12 00:00:06.016
6017,1,2556,153,148,3,655,310,0,2022-07-12 00:00:06.017
6018,1,400,80,148,3,655,205,1,2022-07-12 00:00:06.018
6019,1,865,18,80,3,655,65,0,2022-07-12 00:00:06.019
6020,3,496,79,35,3,655,223,0,2022-07-12 00:00:06.020
6021,4,1569,253,135,3,655,224,1,2022-07-12 00:00:06.021
6022,5,1573,159,177,3,655,181,0,2022-07-12 00:00:06.022
6023,5,1795,16,264,3,655,305,1,2022-07-12 00:00:06.023
6024,5,2135,16,213,3,655,107,1,2022-07-12 00:00:06.024
6025,5,2166,16,223,3,655,79,1,2022-07-12 00:00:06.025
6026,5,2194,16,216,3,655,133,1,2022-07-12 00:00:06.026
6027,5,2411,16,80,3,655,158,0,2022-07-12 00:00:06.027
6028,5,27,16,85,3,655,125,1,2022-07-12 00:00:06.028
6029,5,423,16,260,3,655,211,1,2022-07-12 00:00:06.029
6030,6,5007,16,256,3,655,112,1,2022-07-12 00:00:06.030
6031,6,5115,16,54,3,655,76,0,2022-07-12 00:00:06.031
6032,6,5203,16,135,3,655,133,1,2022-07-12 00:00:06.032
6033,6,5302,16,174,3,655,114,1,2022-07-12 00:00:06.033
6034,6,5421,16,115,3,655,77,1,2022-07-12 00:00:06.034
6035,7,212,79,18,3,655,123,0,2022-07-12 00:00:06.035
6036,8,1120,139,104,3,655,162,0,2022-07-12 00:00:06.036
6037,10,2802,284,80,3,655,50,0,2022-07-12 00:00:06.037
6038,10,2843,283,80,3,655,60,0,2022-07-12 00:00:06.038
6039,10,2866,1,80,3,655,50,0,2022-07-12 00:00:06.039
6040,10,2902,80,242,3,655,110,0,2022-07-12 00:00:06.040
6041,10,3378,116,80,3,655,110,0,2022-07-12 00:00:06.041
6042,10,3822,208,197,3,655,95,1,2022-07-12 00:00:06.042
6043,10,4296,208,45,3,655,115,1,2022-07-12 00:00:06.043
6044,10,4297,187,208,3,655,55,1,2022-07-12 00:00:06.044
6045,12,4652,112,197,3,655,80,1,2022-07-12 00:00:06.045
6046,13,906,253,208,3,655,256,0,2022-07-12 00:00:06.046
6047,15,1078,44,202,3,655,70,0,2022-07-12 00:00:06.047
6048,15,1124,153,204,3,655,140,1,2022-07-12 00:00:06.048
6049,15,117,262,214,3,655,95,1,2022-07-12 00:00:06.049
